costat,curcdq,datafmt,indfmt,consol,tic,datadate,gvkey,conm,actq,atq,dlttq,lctq,niq,revtq,seqq,mkvaltq,prccq
A,USD,STD,INDL,C,BMY,2007-12-31,002403,BRISTOL-MYERS SQUIBB CO,10348.0000,26172.0000,4381.0000,8644.0000,-89.0000,5058.0000,10562.0000,52483.0800,26.520000000000
A,USD,STD,INDL,C,BMY,2008-03-31,002403,BRISTOL-MYERS SQUIBB CO,10580.0000,26325.0000,4660.0000,8443.0000,661.0000,4188.0000,10561.0000,42067.5000,21.300000000000
A,USD,STD,INDL,C,BMY,2008-06-30,002403,BRISTOL-MYERS SQUIBB CO,12836.0000,28064.0000,6021.0000,8640.0000,764.0000,4475.0000,10778.0000,40526.2200,20.530000000000
A,USD,STD,INDL,C,BMY,2008-09-30,002403,BRISTOL-MYERS SQUIBB CO,14779.0000,28476.0000,6120.0000,6951.0000,2578.0000,4510.0000,12938.0000,41157.9000,20.850000000000
A,USD,STD,INDL,C,BMY,2008-12-31,002403,BRISTOL-MYERS SQUIBB CO,14763.0000,29552.0000,6585.0000,6710.0000,1231.0000,4542.0000,12241.0000,46011.7500,23.250000000000
A,USD,STD,INDL,C,BMY,2009-03-31,002403,BRISTOL-MYERS SQUIBB CO,15375.0000,29693.0000,6492.0000,6633.0000,638.0000,4322.0000,13337.0000,43423.5200,21.920000000000
A,USD,STD,INDL,C,BMY,2009-06-30,002403,BRISTOL-MYERS SQUIBB CO,14570.0000,29809.0000,6235.0000,6744.0000,982.0000,4665.0000,14096.0000,40234.1100,20.310000000000
A,USD,STD,INDL,C,BMY,2009-09-30,002403,BRISTOL-MYERS SQUIBB CO,13387.0000,30951.0000,6307.0000,7392.0000,967.0000,4788.0000,14518.0000,44612.1200,22.520000000000
A,USD,STD,INDL,C,BMY,2009-12-31,002403,BRISTOL-MYERS SQUIBB CO,13958.0000,31008.0000,6130.0000,6313.0000,7983.0000,5033.0000,14843.0000,43278.5000,25.250000000000
A,USD,STD,INDL,C,BMY,2010-03-31,002403,BRISTOL-MYERS SQUIBB CO,12532.0000,30753.0000,6081.0000,6017.0000,743.0000,4807.0000,15249.0000,45924.0000,26.700000000000
A,USD,STD,INDL,C,BMY,2010-06-30,002403,BRISTOL-MYERS SQUIBB CO,12983.0000,31051.0000,6248.0000,5908.0000,927.0000,4768.0000,15668.0000,42747.1600,24.940000000000
A,USD,STD,INDL,C,BMY,2010-09-30,002403,BRISTOL-MYERS SQUIBB CO,14376.0000,31885.0000,6479.0000,6284.0000,949.0000,4798.0000,15970.0000,46385.2100,27.110000000000
A,USD,STD,INDL,C,BMY,2010-12-31,002403,BRISTOL-MYERS SQUIBB CO,13273.0000,31076.0000,5328.0000,6739.0000,483.0000,5111.0000,15713.0000,45121.9200,26.480000000000
A,USD,STD,INDL,C,BMY,2011-03-31,002403,BRISTOL-MYERS SQUIBB CO,13296.0000,30851.0000,5276.0000,6755.0000,986.0000,5011.0000,15998.0000,45089.5800,26.430000000000
A,USD,STD,INDL,C,BMY,2011-06-30,002403,BRISTOL-MYERS SQUIBB CO,14775.0000,31833.0000,5332.0000,7410.0000,902.0000,5434.0000,16353.0000,49376.8000,28.960000000000
A,USD,STD,INDL,C,BMY,2011-09-30,002403,BRISTOL-MYERS SQUIBB CO,14869.0000,32014.0000,5437.0000,7313.0000,969.0000,5345.0000,16572.0000,53157.7200,31.380000000000
A,USD,STD,INDL,C,BMY,2011-12-31,002403,BRISTOL-MYERS SQUIBB CO,15318.0000,32970.0000,5376.0000,7780.0000,852.0000,5454.0000,15956.0000,59555.6000,35.240000000000
A,USD,STD,INDL,C,BMY,2012-03-31,002403,BRISTOL-MYERS SQUIBB CO,11765.0000,32408.0000,5270.0000,7211.0000,1101.0000,5251.0000,16337.0000,57003.7500,33.750000000000
A,USD,STD,INDL,C,BMY,2012-06-30,002403,BRISTOL-MYERS SQUIBB CO,11013.0000,31667.0000,5209.0000,6991.0000,645.0000,4443.0000,16098.0000,60324.1000,35.950000000000
A,USD,STD,INDL,C,BMY,2012-09-30,002403,BRISTOL-MYERS SQUIBB CO,9278.0000,36044.0000,6608.0000,8195.0000,-711.0000,3736.0000,13900.0000,55687.5000,33.750000000000
A,USD,STD,INDL,C,BMY,2012-12-31,002403,BRISTOL-MYERS SQUIBB CO,9521.0000,35897.0000,6568.0000,8279.0000,925.0000,4191.0000,13623.0000,53382.4200,32.590000000000
A,USD,STD,INDL,C,BMY,2013-03-31,002403,BRISTOL-MYERS SQUIBB CO,10076.0000,35958.0000,6522.0000,8414.0000,609.0000,3831.0000,13659.0000,67656.7169,41.190000000000
A,USD,STD,INDL,C,BMY,2013-06-30,002403,BRISTOL-MYERS SQUIBB CO,10486.0000,36252.0000,6442.0000,8354.0000,536.0000,4048.0000,14371.0000,73574.2196,44.690000000000
A,USD,STD,INDL,C,BMY,2013-09-30,002403,BRISTOL-MYERS SQUIBB CO,10627.0000,36804.0000,6532.0000,8279.0000,692.0000,4065.0000,14726.0000,76202.0100,46.280000000000
A,USD,STD,INDL,C,BMY,2013-12-31,002403,BRISTOL-MYERS SQUIBB CO,18916.0000,38592.0000,7981.0000,12440.0000,726.0000,4441.0000,15154.0000,87644.3500,53.150000000000
A,USD,STD,INDL,C,BMY,2014-03-31,002403,BRISTOL-MYERS SQUIBB CO,14014.0000,33424.0000,7367.0000,7521.0000,937.0000,3811.0000,15473.0000,86090.2932,51.950000000000
A,USD,STD,INDL,C,BMY,2014-06-30,002403,BRISTOL-MYERS SQUIBB CO,14062.0000,33503.0000,7372.0000,7798.0000,333.0000,3889.0000,15327.0000,80424.9716,48.510000000000
A,USD,STD,INDL,C,BMY,2014-09-30,002403,BRISTOL-MYERS SQUIBB CO,14177.0000,33450.0000,7267.0000,8103.0000,721.0000,3921.0000,15143.0000,84896.1557,51.180000000000
A,USD,STD,INDL,C,BMY,2014-12-31,002403,BRISTOL-MYERS SQUIBB CO,14608.0000,33749.0000,7242.0000,8461.0000,13.0000,4258.0000,14852.0000,98048.8300,59.030000000000
A,USD,STD,INDL,C,BMY,2015-03-31,002403,BRISTOL-MYERS SQUIBB CO,14925.0000,33579.0000,7127.0000,7689.0000,1186.0000,4041.0000,15546.0000,107519.8875,64.500000000000
A,USD,STD,INDL,C,BMY,2015-06-30,002403,BRISTOL-MYERS SQUIBB CO,13056.0000,31954.0000,6615.0000,7435.0000,-130.0000,4163.0000,15123.0000,110955.6496,66.540000000000
A,USD,STD,INDL,C,BMY,2015-09-30,002403,BRISTOL-MYERS SQUIBB CO,12926.0000,31779.0000,6632.0000,7158.0000,706.0000,4069.0000,15079.0000,98762.5312,59.200000000000
A,USD,STD,INDL,C,BMY,2015-12-31,002403,BRISTOL-MYERS SQUIBB CO,10415.0000,31748.0000,6550.0000,8017.0000,-197.0000,4287.0000,14266.0000,114810.5100,68.790000000000
A,USD,STD,INDL,C,BMY,2016-03-31,002403,BRISTOL-MYERS SQUIBB CO,11215.0000,31892.0000,6593.0000,7597.0000,1195.0000,4391.0000,14386.0000,106635.3312,63.880000000000
A,USD,STD,INDL,C,BMY,2016-06-30,002403,BRISTOL-MYERS SQUIBB CO,12298.0000,32831.0000,6581.0000,7885.0000,1166.0000,4871.0000,14918.0000,122891.6795,73.550000000000
A,USD,STD,INDL,C,BMY,2016-09-30,002403,BRISTOL-MYERS SQUIBB CO,13204.0000,33727.0000,5836.0000,8996.0000,1202.0000,4922.0000,15613.0000,90112.7216,53.920000000000
A,USD,STD,INDL,C,BMY,2016-12-31,002403,BRISTOL-MYERS SQUIBB CO,13704.0000,33707.0000,5716.0000,8841.0000,894.0000,5243.0000,16177.0000,97711.6800,58.440000000000
A,USD,STD,INDL,C,BMY,2017-03-31,002403,BRISTOL-MYERS SQUIBB CO,13615.0000,32937.0000,7237.0000,8494.0000,1574.0000,4929.0000,14416.0000,89587.4609,54.380000000000
A,USD,STD,INDL,C,BMY,2017-06-30,002403,BRISTOL-MYERS SQUIBB CO,14324.0000,33409.0000,6911.0000,9017.0000,916.0000,5144.0000,14699.0000,91376.6767,55.720000000000
A,USD,STD,INDL,C,BMY,2017-09-30,002403,BRISTOL-MYERS SQUIBB CO,15048.0000,33977.0000,6982.0000,9438.0000,845.0000,5254.0000,14783.0000,104323.2580,63.740000000000
A,USD,STD,INDL,C,BMY,2017-12-31,002403,BRISTOL-MYERS SQUIBB CO,14854.0000,33551.0000,6975.0000,9563.0000,-2328.0000,5449.0000,11741.0000,100070.2400,61.280000000000
A,USD,STD,INDL,C,BMY,2018-03-31,002403,BRISTOL-MYERS SQUIBB CO,14649.0000,33083.0000,5775.0000,9624.0000,1486.0000,5193.0000,12793.0000,103384.5285,63.250000000000
A,USD,STD,INDL,C,BMY,2018-06-30,002403,BRISTOL-MYERS SQUIBB CO,13874.0000,32641.0000,5671.0000,9878.0000,373.0000,5704.0000,12317.0000,90308.0732,55.340000000000
A,USD,STD,INDL,C,BMY,2018-09-30,002403,BRISTOL-MYERS SQUIBB CO,14869.0000,33734.0000,5687.0000,9694.0000,1901.0000,5691.0000,13640.0000,101326.9139,62.080000000000
A,USD,STD,INDL,C,BMY,2018-12-31,002403,BRISTOL-MYERS SQUIBB CO,17160.0000,34986.0000,5646.0000,10654.0000,1160.0000,5973.0000,14031.0000,84831.3600,51.980000000000
A,USD,STD,INDL,C,BMY,2019-03-31,002403,BRISTOL-MYERS SQUIBB CO,17093.0000,34834.0000,6164.0000,8841.0000,1710.0000,5920.0000,15218.0000,78039.5333,47.710000000000
A,USD,STD,INDL,C,BMY,2019-06-30,002403,BRISTOL-MYERS SQUIBB CO,37716.0000,55163.0000,24949.0000,9711.0000,1432.0000,6273.0000,16049.0000,74182.0335,45.350000000000
A,USD,STD,INDL,C,BMY,2019-09-30,002403,BRISTOL-MYERS SQUIBB CO,40191.0000,57433.0000,24894.0000,10489.0000,1353.0000,6007.0000,17648.0000,82621.0424,50.710000000000
A,USD,STD,INDL,C,BMY,2019-12-31,002403,BRISTOL-MYERS SQUIBB CO,29354.0000,129944.0000,44059.0000,18304.0000,-1056.0000,7945.0000,51598.0000,144491.6900,64.190000000000
A,USD,STD,INDL,C,BMY,2020-03-31,002403,BRISTOL-MYERS SQUIBB CO,31853.0000,129285.0000,43532.0000,19232.0000,-775.0000,10781.0000,49911.0000,126120.6684,55.740000000000
A,USD,STD,INDL,C,BMY,2020-06-30,002403,BRISTOL-MYERS SQUIBB CO,34343.0000,128076.0000,42556.0000,23421.0000,-85.0000,10129.0000,49094.0000,132531.3780,58.800000000000
A,USD,STD,INDL,C,BMY,2020-09-30,002403,BRISTOL-MYERS SQUIBB CO,34277.0000,125536.0000,42086.0000,20464.0000,1872.0000,10540.0000,50158.0000,136240.4481,60.290000000000
A,USD,STD,INDL,C,BMY,2020-12-31,002403,BRISTOL-MYERS SQUIBB CO,30192.0000,118481.0000,49169.0000,19080.0000,-10027.0000,11068.0000,37822.0000,139195.3200,62.030000000000
A,USD,STD,INDL,C,BMY,2021-03-31,002403,BRISTOL-MYERS SQUIBB CO,27111.0000,112435.0000,45332.0000,17330.0000,2021.0000,11073.0000,37605.0000,140959.4417,63.130000000000
A,USD,STD,INDL,C,BMY,2021-06-30,002403,BRISTOL-MYERS SQUIBB CO,29161.0000,110797.0000,43465.0000,18991.0000,1055.0000,11703.0000,36808.0000,148481.6575,66.820000000000
A,USD,STD,INDL,C,BMY,2021-09-30,002403,BRISTOL-MYERS SQUIBB CO,31443.0000,110893.0000,40606.0000,21460.0000,1546.0000,11624.0000,37213.0000,131336.3947,59.170000000000
A,USD,STD,INDL,C,BMY,2021-12-31,002403,BRISTOL-MYERS SQUIBB CO,33262.0000,109314.0000,40479.0000,21868.0000,2372.0000,11985.0000,35946.0000,135673.6000,62.350000000000
A,USD,STD,INDL,C,BMY,2022-03-31,002403,BRISTOL-MYERS SQUIBB CO,30121.0000,103034.0000,38302.0000,22821.0000,1278.0000,11648.0000,31580.0000,155485.5439,73.030000000000
A,USD,STD,INDL,C,BMY,2022-06-30,002403,BRISTOL-MYERS SQUIBB CO,30186.0000,100357.0000,37922.0000,20915.0000,1421.0000,11887.0000,32600.0000,164395.0000,77.000000000000
A,USD,STD,INDL,C,BMY,2022-09-30,002403,BRISTOL-MYERS SQUIBB CO,26796.0000,98196.0000,37811.0000,18930.0000,1606.0000,11218.0000,32671.0000,150995.1600,71.090000000000
A,USD,STD,INDL,C,BMY,2022-12-31,002403,BRISTOL-MYERS SQUIBB CO,27273.0000,96820.0000,36317.0000,21890.0000,2022.0000,11406.0000,31061.0000,150951.1000,71.950000000000
A,USD,STD,INDL,C,JPM,2006-09-30,002968,JPMORGAN CHASE & CO,,1338029.0000,139928.0000,,3297.0000,,113561.0000,162835.2088,46.960000000000
A,USD,STD,INDL,C,JPM,2005-03-31,002968,JPMORGAN CHASE & CO,,1178305.0000,110611.0000,,2264.0000,,105340.0000,,34.600000000000
A,USD,STD,INDL,C,JPM,2005-06-30,002968,JPMORGAN CHASE & CO,,1171283.0000,113180.0000,,994.0000,,105385.0000,,35.320000000000
A,USD,STD,INDL,C,JPM,2005-09-30,002968,JPMORGAN CHASE & CO,,1203033.0000,113475.0000,,2527.0000,,106135.0000,,33.930000000000
A,USD,STD,INDL,C,JPM,2005-12-31,002968,JPMORGAN CHASE & CO,,1198942.0000,103563.0000,,2698.0000,,107211.0000,,39.690000000000
A,USD,STD,INDL,C,JPM,2006-03-31,002968,JPMORGAN CHASE & CO,,1273282.0000,123113.0000,,3081.0000,,108337.0000,144613.6380,41.640000000000
A,USD,STD,INDL,C,JPM,2006-06-30,002968,JPMORGAN CHASE & CO,,1328001.0000,136107.0000,,3540.0000,,110684.0000,145764.4440,42.000000000000
A,USD,STD,INDL,C,JPM,2006-12-31,002968,JPMORGAN CHASE & CO,,1351520.0000,117358.0000,,4526.0000,,115790.0000,167199.3372,48.300000000000
A,USD,STD,INDL,C,JPM,2007-03-31,002968,JPMORGAN CHASE & CO,,1408918.0000,155307.0000,,4787.0000,,117704.0000,165280.2070,48.380000000000
A,USD,STD,INDL,C,JPM,2007-06-30,002968,JPMORGAN CHASE & CO,,1458042.0000,172163.0000,,4234.0000,,119211.0000,164659.3599,48.450000000000
A,USD,STD,INDL,C,JPM,2007-09-30,002968,JPMORGAN CHASE & CO,,1479575.0000,188626.0000,,3373.0000,,119978.0000,153900.7200,45.820000000000
A,USD,STD,INDL,C,JPM,2007-12-31,002968,JPMORGAN CHASE & CO,,1562147.0000,169182.0000,,2971.0000,,123221.0000,146986.2680,43.650000000000
A,USD,STD,INDL,C,JPM,2008-03-31,002968,JPMORGAN CHASE & CO,,1642862.0000,205367.0000,,2373.0000,,125627.0000,146066.2069,42.950000000000
A,USD,STD,INDL,C,JPM,2008-06-30,002968,JPMORGAN CHASE & CO,,1775670.0000,277455.0000,,2003.0000,,133176.0000,117880.5139,34.310000000000
A,USD,STD,INDL,C,JPM,2008-09-30,002968,JPMORGAN CHASE & CO,,2251469.0000,255432.0000,,527.0000,,145843.0000,174048.4249,46.700000000000
A,USD,STD,INDL,C,JPM,2008-12-31,002968,JPMORGAN CHASE & CO,,2175052.0000,234657.0000,,702.0000,,166884.0000,117695.2155,31.530000000000
A,USD,STD,INDL,C,JPM,2009-03-31,002968,JPMORGAN CHASE & CO,,2079188.0000,261845.0000,,2141.0000,,170194.0000,99880.5166,26.580000000000
A,USD,STD,INDL,C,JPM,2009-06-30,002968,JPMORGAN CHASE & CO,,2026642.0000,271939.0000,,2721.0000,,154766.0000,133852.2449,34.110000000000
A,USD,STD,INDL,C,JPM,2009-09-30,002968,JPMORGAN CHASE & CO,,2041009.0000,272124.0000,,3588.0000,,162253.0000,172595.9812,43.820000000000
A,USD,STD,INDL,C,JPM,2009-12-31,002968,JPMORGAN CHASE & CO,,2031989.0000,229243.0000,,3278.0000,,165365.0000,164261.4315,41.670000000000
A,USD,STD,INDL,C,JPM,2010-03-31,002968,JPMORGAN CHASE & CO,,2135796.0000,311838.0000,,3326.0000,,164721.0000,177897.1810,44.750000000000
A,USD,STD,INDL,C,JPM,2010-06-30,002968,JPMORGAN CHASE & CO,,2014019.0000,293049.0000,,4795.0000,,171120.0000,145554.4407,36.610000000000
A,USD,STD,INDL,C,JPM,2010-09-30,002968,JPMORGAN CHASE & CO,,2141595.0000,307231.0000,,4418.0000,,173830.0000,149417.7749,38.060000000000
A,USD,STD,INDL,C,JPM,2010-12-31,002968,JPMORGAN CHASE & CO,,2117605.0000,201791.0000,,4831.0000,,176106.0000,165874.6715,42.420000000000
A,USD,STD,INDL,C,JPM,2011-03-31,002968,JPMORGAN CHASE & CO,,2198161.0000,306320.0000,,5555.0000,,180598.0000,183783.4125,46.100000000000
A,USD,STD,INDL,C,JPM,2011-06-30,002968,JPMORGAN CHASE & CO,,2246764.0000,309436.0000,,5431.0000,,182879.0000,160083.4242,40.940000000000
A,USD,STD,INDL,C,JPM,2011-09-30,002968,JPMORGAN CHASE & CO,,2289240.0000,303006.0000,,4262.0000,,182287.0000,114422.2957,30.120000000000
A,USD,STD,INDL,C,JPM,2011-12-31,002968,JPMORGAN CHASE & CO,,2265792.0000,201642.0000,,3728.0000,,183573.0000,125441.9758,33.250000000000
A,USD,STD,INDL,C,JPM,2012-03-31,002968,JPMORGAN CHASE & CO,,2320164.0000,283129.0000,,4924.0000,,189269.0000,175736.6175,45.980000000000
A,USD,STD,INDL,C,JPM,2012-06-30,002968,JPMORGAN CHASE & CO,,2290146.0000,261228.0000,,4960.0000,,191572.0000,135660.9860,35.730000000000
A,USD,STD,INDL,C,JPM,2012-09-30,002968,JPMORGAN CHASE & CO,,2321284.0000,263395.0000,,5708.0000,,199693.0000,153806.1078,40.480000000000
A,USD,STD,INDL,C,JPM,2012-12-31,002968,JPMORGAN CHASE & CO,,2359141.0000,244324.0000,,5692.0000,,204069.0000,167256.3459,43.969100000000
A,USD,STD,INDL,C,JPM,2013-03-31,002968,JPMORGAN CHASE & CO,,2389349.0000,295561.0000,,6529.0000,,207086.0000,179862.8639,47.460000000000
A,USD,STD,INDL,C,JPM,2013-06-30,002968,JPMORGAN CHASE & CO,,2439494.0000,296597.0000,,6496.0000,,209239.0000,198966.4602,52.790000000000
A,USD,STD,INDL,C,JPM,2013-09-30,002968,JPMORGAN CHASE & CO,,2463309.0000,293808.0000,,-380.0000,,206670.0000,194312.4794,51.690000000000
A,USD,STD,INDL,C,JPM,2013-12-31,002968,JPMORGAN CHASE & CO,,2415689.0000,250449.0000,,5278.0000,,211178.0000,219657.1958,58.480000000000
A,USD,STD,INDL,C,JPM,2014-03-31,002968,JPMORGAN CHASE & CO,,2476986.0000,306463.0000,,5269.0000,,219655.0000,229769.9262,60.710000000000
A,USD,STD,INDL,C,JPM,2014-06-30,002968,JPMORGAN CHASE & CO,,2520336.0000,304642.0000,,5980.0000,,227314.0000,216725.0112,57.620000000000
A,USD,STD,INDL,C,JPM,2014-09-30,002968,JPMORGAN CHASE & CO,,2527005.0000,300613.0000,,5565.0000,,231277.0000,225188.5054,60.240000000000
A,USD,STD,INDL,C,JPM,2014-12-31,002968,JPMORGAN CHASE & CO,,2573126.0000,268676.0000,,4931.0000,,232065.0000,232471.4956,62.580000000000
A,USD,STD,INDL,C,JPM,2015-03-31,002968,JPMORGAN CHASE & CO,,2577148.0000,309643.0000,,5914.0000,,235864.0000,224817.6505,60.580000000000
A,USD,STD,INDL,C,JPM,2015-06-30,002968,JPMORGAN CHASE & CO,,2449599.0000,316754.0000,,6290.0000,,241205.0000,250581.0199,67.760000000000
A,USD,STD,INDL,C,JPM,2015-09-30,002968,JPMORGAN CHASE & CO,,2417121.0000,320119.0000,,6804.0000,,245728.0000,224438.4961,60.970000000000
A,USD,STD,INDL,C,JPM,2015-12-31,002968,JPMORGAN CHASE & CO,,2351698.0000,259133.0000,,5434.0000,,247573.0000,241899.2543,66.030000000000
A,USD,STD,INDL,C,JPM,2016-03-31,002968,JPMORGAN CHASE & CO,,2423808.0000,310457.0000,,5520.0000,,250157.0000,216547.3460,59.220000000000
A,USD,STD,INDL,C,JPM,2016-06-30,002968,JPMORGAN CHASE & CO,,2466096.0000,315572.0000,,6200.0000,,252423.0000,224448.5615,62.140000000000
A,USD,STD,INDL,C,JPM,2016-09-30,002968,JPMORGAN CHASE & CO,,2521029.0000,333897.0000,,6286.0000,,254331.0000,238276.5998,66.590000000000
A,USD,STD,INDL,C,JPM,2016-12-31,002968,JPMORGAN CHASE & CO,,2490972.0000,271245.0000,,6727.0000,,254190.0000,307295.0851,86.290000000000
A,USD,STD,INDL,C,JPM,2017-03-31,002968,JPMORGAN CHASE & CO,,2546290.0000,313834.0000,,6448.0000,,255863.0000,312078.3034,87.840000000000
A,USD,STD,INDL,C,JPM,2017-06-30,002968,JPMORGAN CHASE & CO,,2563174.0000,323909.0000,,7029.0000,,258483.0000,321633.3096,91.400000000000
A,USD,STD,INDL,C,JPM,2017-09-30,002968,JPMORGAN CHASE & CO,,2563074.0000,318301.0000,,6732.0000,,258382.0000,331393.5303,95.510000000000
A,USD,STD,INDL,C,JPM,2017-12-31,002968,JPMORGAN CHASE & CO,,2533600.0000,268522.0000,,4232.0000,,255693.0000,366301.5820,106.940000000000
A,USD,STD,INDL,C,JPM,2018-03-31,002968,JPMORGAN CHASE & CO,,2609785.0000,274449.0000,,8712.0000,,256201.0000,374423.3267,109.970000000000
A,USD,STD,INDL,C,JPM,2018-06-30,002968,JPMORGAN CHASE & CO,,2590050.0000,273114.0000,,8316.0000,,257458.0000,350204.1128,104.200000000000
A,USD,STD,INDL,C,JPM,2018-09-30,002968,JPMORGAN CHASE & CO,,2615183.0000,270124.0000,,8380.0000,,258956.0000,375239.3772,112.840000000000
A,USD,STD,INDL,C,JPM,2018-12-31,002968,JPMORGAN CHASE & CO,,2622532.0000,249637.0000,,7066.0000,,256515.0000,319780.2769,97.620000000000
A,USD,STD,INDL,C,JPM,2019-03-31,002968,JPMORGAN CHASE & CO,,2737188.0000,299455.0000,,9179.0000,,259837.0000,328387.3868,101.230000000000
A,USD,STD,INDL,C,JPM,2019-06-30,002968,JPMORGAN CHASE & CO,,2727379.0000,297273.0000,,9652.0000,,263215.0000,357478.8230,111.800000000000
A,USD,STD,INDL,C,JPM,2019-09-30,002968,JPMORGAN CHASE & CO,,2764661.0000,304897.0000,,9080.0000,,264348.0000,369134.6850,117.690000000000
A,USD,STD,INDL,C,JPM,2019-12-31,002968,JPMORGAN CHASE & CO,,2687379.0000,261720.0000,,8520.0000,,261330.0000,429912.5274,139.400000000000
A,USD,STD,INDL,C,JPM,2020-03-31,002968,JPMORGAN CHASE & CO,,3139431.0000,307860.0000,,2865.0000,,261262.0000,274323.4807,90.030000000000
A,USD,STD,INDL,C,JPM,2020-06-30,002968,JPMORGAN CHASE & CO,,3213115.0000,325429.0000,,4687.0000,,264466.0000,286657.7263,94.060000000000
A,USD,STD,INDL,C,JPM,2020-09-30,002968,JPMORGAN CHASE & CO,,3246076.0000,287510.0000,,9443.0000,,271113.0000,293450.5028,96.270000000000
A,USD,STD,INDL,C,JPM,2020-12-31,002968,JPMORGAN CHASE & CO,,3386071.0000,263259.0000,,12136.0000,,279354.0000,387491.5784,127.070000000000
A,USD,STD,INDL,C,JPM,2021-03-31,002968,JPMORGAN CHASE & CO,,3689336.0000,287848.0000,,14300.0000,,280714.0000,460819.6954,152.230000000000
A,USD,STD,INDL,C,JPM,2021-06-30,002968,JPMORGAN CHASE & CO,,3684256.0000,308212.0000,,11948.0000,,286386.0000,464777.6287,155.540000000000
A,USD,STD,INDL,C,JPM,2021-09-30,002968,JPMORGAN CHASE & CO,,3757576.0000,306727.0000,,11687.0000,,290041.0000,483747.4915,163.690000000000
A,USD,STD,INDL,C,JPM,2021-12-31,002968,JPMORGAN CHASE & CO,,3743567.0000,286557.0000,,10399.0000,,294127.0000,466205.9942,158.350000000000
A,USD,STD,INDL,C,JPM,2022-03-31,002968,JPMORGAN CHASE & CO,,3954687.0000,301588.0000,,8282.0000,,285899.0000,400378.6560,136.320000000000
A,USD,STD,INDL,C,JPM,2022-06-30,002968,JPMORGAN CHASE & CO,,3841314.0000,296538.0000,,8649.0000,,286143.0000,330236.9329,112.610000000000
A,USD,STD,INDL,C,JPM,2022-09-30,002968,JPMORGAN CHASE & CO,,3773884.0000,295707.0000,,9737.0000,,288018.0000,306519.9225,104.500000000000
A,USD,STD,INDL,C,JPM,2022-12-31,002968,JPMORGAN CHASE & CO,,3665743.0000,271885.0000,,11008.0000,,292332.0000,393483.9978,134.100000000000
A,USD,STD,INDL,C,CVX,2005-03-31,002991,CHEVRON CORP,31159.0000,95803.0000,10422.0000,19674.0000,2677.0000,38374.0000,46592.0000,,58.310000000000
A,USD,STD,INDL,C,CVX,2005-06-30,002991,CHEVRON CORP,33943.0000,99040.0000,10622.0000,20627.0000,3684.0000,45103.0000,48535.0000,,55.920000000000
A,USD,STD,INDL,C,CVX,2005-09-30,002991,CHEVRON CORP,34978.0000,124809.0000,12577.0000,25527.0000,3594.0000,51161.0000,60187.0000,,64.730000000000
A,USD,STD,INDL,C,CVX,2005-12-31,002991,CHEVRON CORP,34336.0000,125833.0000,12131.0000,25011.0000,4144.0000,50284.0000,62676.0000,,56.770000000000
A,USD,STD,INDL,C,CVX,2006-03-31,002991,CHEVRON CORP,35255.0000,127731.0000,11921.0000,24686.0000,3996.0000,51409.0000,64841.0000,128492.6499,57.970000000000
A,USD,STD,INDL,C,CVX,2006-06-30,002991,CHEVRON CORP,36554.0000,131183.0000,10300.0000,26812.0000,4353.0000,49737.0000,66906.0000,136407.1353,62.060000000000
A,USD,STD,INDL,C,CVX,2006-09-30,002991,CHEVRON CORP,38424.0000,134121.0000,8104.0000,29042.0000,5017.0000,50455.0000,69602.0000,141393.6974,64.860000000000
A,USD,STD,INDL,C,CVX,2006-12-31,002991,CHEVRON CORP,36304.0000,132628.0000,7679.0000,28409.0000,3772.0000,43740.0000,68935.0000,159159.9497,73.530000000000
A,USD,STD,INDL,C,CVX,2007-03-31,002991,CHEVRON CORP,37997.0000,136006.0000,6131.0000,29502.0000,4715.0000,43888.0000,71460.0000,158957.5685,73.960000000000
A,USD,STD,INDL,C,CVX,2007-06-30,002991,CHEVRON CORP,39823.0000,139606.0000,5354.0000,30489.0000,5380.0000,51735.0000,74179.0000,179575.2504,84.240000000000
A,USD,STD,INDL,C,CVX,2007-09-30,002991,CHEVRON CORP,37509.0000,139554.0000,5147.0000,29434.0000,3718.0000,50995.0000,74944.0000,197588.7424,93.580000000000
A,USD,STD,INDL,C,CVX,2007-12-31,002991,CHEVRON CORP,39377.0000,148786.0000,6070.0000,33798.0000,4875.0000,57352.0000,77088.0000,195100.2052,93.330000000000
A,USD,STD,INDL,C,CVX,2008-03-31,002991,CHEVRON CORP,41488.0000,152847.0000,6014.0000,35439.0000,5168.0000,62122.0000,79206.0000,176557.5143,85.360000000000
A,USD,STD,INDL,C,CVX,2008-06-30,002991,CHEVRON CORP,49709.0000,163066.0000,5770.0000,42487.0000,5975.0000,78310.0000,82268.0000,203659.8094,99.130000000000
A,USD,STD,INDL,C,CVX,2008-09-30,002991,CHEVRON CORP,47347.0000,165710.0000,6129.0000,39425.0000,7893.0000,73615.0000,86954.0000,167582.1217,82.480000000000
A,USD,STD,INDL,C,CVX,2008-12-31,002991,CHEVRON CORP,36470.0000,161165.0000,6083.0000,32023.0000,4895.0000,41065.0000,86648.0000,148253.0410,73.970000000000
A,USD,STD,INDL,C,CVX,2009-03-31,002991,CHEVRON CORP,34074.0000,159426.0000,11176.0000,24893.0000,1837.0000,33077.0000,87313.0000,134794.1453,67.240000000000
