Model,ticker,evtdate,cret,car,bhar,nrets_est
Market Model,BMY,2020-06-22,0.0430587815,0.0356090795,0.0361728143,100
Market Model,BMY,2017-05-22,0.0079955374,-0.002839268,-0.002857404,100
Market Model,BMY,2018-05-22,-0.003984064,-0.007630567,-0.007654591,100
Market Model,BMY,2009-10-22,-0.034722222,-0.030395245,-0.029981952,100
Market Model,BMY,2009-07-23,0.0641471905,0.0514148493,0.0526280767,100
Market Model,BMY,2015-07-23,-0.041963119,-0.030806612,-0.03065209,100
Market Model,BMY,2008-10-23,-0.044420368,0.0238021026,0.0218853044,100
Market Model,BMY,2013-10-23,0.0020296326,-0.002617354,-0.002796143,100
Market Model,BMY,2013-01-24,0.0527977044,0.0485558567,0.0492707328,100
Market Model,BMY,2014-01-24,-0.092866265,-0.051301865,-0.049280606,100
Market Model,BMY,2019-01-24,-0.015888978,-0.026999713,-0.027092306,100
Market Model,BMY,2014-07-24,0.0054967427,0.0096833753,0.0096986314,100
Market Model,BMY,2012-10-24,-0.009106933,-0.00100815,-0.001472531,100
Market Model,BMY,2014-10-24,0.0326003086,0.0220441729,0.0222471059,100
Market Model,BMY,2008-04-25,0.0340643957,0.0281800327,0.0280933585,100
Market Model,BMY,2013-04-25,-0.047754137,-0.053295597,-0.052772743,100
Market Model,BMY,2019-04-25,0.0125772286,0.0136606423,0.0133614231,100
Market Model,BMY,2012-07-25,0.0237346297,0.023186546,0.0231680648,100
Market Model,BMY,2013-07-25,-0.021464926,-0.025711782,-0.025698082,100
Market Model,BMY,2019-07-25,0.0538908246,0.0502835139,0.050523591,100
Market Model,BMY,2007-10-25,0.0423966363,0.0282167226,0.028560973,100
Market Model,BMY,2018-10-25,-0.004343534,0.0182587469,0.017378546,100
Market Model,BMY,2012-04-26,-0.01913453,-0.030262904,-0.030364025,100
Market Model,BMY,2018-04-26,0.013377278,0.0080645081,0.0081207544,100
Market Model,BMY,2012-01-26,0.0012403101,-0.004839138,-0.004971435,100
Market Model,BMY,2017-01-26,-0.024918301,-0.020458269,-0.02197424,100
Market Model,BMY,2007-07-26,-0.087898089,-0.057239695,-0.055726007,100
Market Model,BMY,2018-07-26,-0.023000343,-0.015974808,-0.016109121,100
Market Model,BMY,2020-06-26,0.0006925208,-0.003934127,-0.0038486,100
Market Model,BMY,2010-10-26,-0.003338279,-0.005072932,-0.00515636,100
Market Model,BMY,2017-10-26,-0.05828751,-0.062052095,-0.061600291,100
Market Model,BMY,2017-04-27,0.039117538,0.0415050424,0.0416109807,100
Market Model,BMY,2009-01-27,-0.000893256,-0.043200633,-0.045069367,100
Market Model,BMY,2011-01-27,-0.009220131,-0.00425438,-0.004545003,100
Market Model,BMY,2015-01-27,-0.011922024,0.0007994754,0.0007834895,100
Market Model,BMY,2017-07-27,-0.012153709,-0.008547179,-0.009147203,100
Market Model,BMY,2011-10-27,-0.000622859,-0.03411601,-0.034931968,100
Market Model,BMY,2015-10-27,0.0372928177,0.030577065,0.0306427935,100
Market Model,BMY,2016-10-27,0.0292633703,0.0356228848,0.0344311453,100
Market Model,BMY,2009-04-28,-0.047263682,-0.065113985,-0.065479318,100
Market Model,BMY,2015-04-28,-0.022948328,-0.02228445,-0.022106593,100
Market Model,BMY,2016-04-28,0.0186282811,0.0302932225,0.0300085568,100
Market Model,BMY,2010-01-28,0.0024691358,0.0094085264,0.0093280316,100
Market Model,BMY,2016-01-28,-0.008454299,-0.02800902,-0.028053766,100
Market Model,BMY,2008-07-28,-0.026672694,-0.029479333,-0.029003226,100
Market Model,BMY,2016-07-28,0.0017319478,-0.001109826,-0.00159341,100
Market Model,BMY,2018-11-28,-0.017257728,-0.033099493,-0.033575756,100
Market Model,BMY,2011-04-29,0.0060113154,0.008935172,0.0088537984,100
Market Model,BMY,2014-04-29,-0.008118812,-0.022719366,-0.023092413,100
Market Model,BMY,2011-07-29,-0.002097169,0.0029879821,0.0027674631,100
Market Model,BMY,2017-11-29,0.0256451875,0.0092801331,0.0093915187,100
Market Model,BMY,2010-04-30,0.0324568611,0.0241021786,0.0238082188,100
Market Model,BMY,2016-09-30,-0.007805409,-0.008363392,-0.008632998,100
Market Model,BMY,2008-01-31,0.014824227,-0.006219278,-0.00710866,100
Market Model,BMY,2019-10-31,0.0249237942,0.0192110963,0.0192872078,100
Market Model,BA,2018-05-01,-0.048961511,-0.04068869,-0.039864236,100
Market Model,BA,2017-06-02,0.0070351223,-0.008314729,-0.008489805,100
Market Model,BA,2014-12-03,-0.008082181,-0.014700213,-0.014684717,100
Market Model,BA,2016-06-03,0.0434301084,0.0375798115,0.037892615,100
Market Model,BA,2013-12-04,-0.010658915,-0.005939396,-0.006067701,100
Market Model,BA,2014-02-05,-0.003331167,-0.026983577,-0.027210134,100
Market Model,BA,2015-03-05,-0.015748538,-0.001708221,-0.001673308,100
Market Model,BA,2016-06-09,-0.005988024,0.0077161263,0.0076049455,100
Market Model,BA,2015-08-12,-0.007198684,0.0014707358,0.0012213706,100
Market Model,BA,2018-09-12,0.0397823671,0.0284016369,0.0288005616,100
Market Model,BA,2017-09-13,0.0192859221,0.0110302365,0.0110905684,100
Market Model,BA,2016-09-14,-0.018060252,-0.010844395,-0.010572691,100
Market Model,BA,2016-03-16,0.0345100522,0.0226857111,0.0229176712,100
Market Model,BA,2013-09-16,0.066575592,0.0467624392,0.0478570952,100
Market Model,BA,2014-09-16,0.0063804647,0.0023409142,0.0023368981,100
Market Model,BA,2015-02-18,0.026848327,0.0249269959,0.0251014245,100
Market Model,BA,2019-02-20,-0.000933081,-0.003243949,-0.003363996,100
Market Model,BA,2010-04-21,0.0652480271,0.0463038373,0.047340574,100
Market Model,BA,2009-10-21,-0.044527596,-0.039640881,-0.039264448,100
Market Model,BA,2015-10-21,0.0570004335,0.0509529327,0.0519155554,100
Market Model,BA,2009-04-22,0.039747807,0.0187706783,0.0192569657,100
Market Model,BA,2015-04-22,-0.018340211,-0.02802151,-0.028022215,100
Market Model,BA,2009-07-22,-0.005924171,-0.035299308,-0.035882487,100
Market Model,BA,2015-07-22,-0.004157579,0.0014604454,0.0013382831,100
Market Model,BA,2013-05-22,0.0104335494,0.0149586476,0.0148175755,100
Market Model,BA,2014-05-22,0.0218397901,0.0065273364,0.006602446,100
Market Model,BA,2008-10-22,-0.004067651,0.0947012584,0.0865585505,100
Market Model,BA,2014-10-22,-0.018341244,-0.038498183,-0.039581956,100
Market Model,BA,2008-04-23,0.0494373499,0.0537270635,0.0538700139,100
Market Model,BA,2014-04-23,0.0159599437,0.0113292076,0.0111583358,100
Market Model,BA,2008-07-23,-0.083675264,-0.081110312,-0.080117041,100
Market Model,BA,2014-07-23,-0.030397506,-0.036568518,-0.036611322,100
Market Model,BA,2013-10-23,0.0618259653,0.0536837867,0.0541188395,100
Market Model,BA,2019-10-23,0.0407479007,0.0415422367,0.042077789,100
Market Model,BA,2013-04-24,0.054405337,0.0406334036,0.0414330372,100
Market Model,BA,2019-04-24,0.020337447,0.0045407605,0.00453727,100
Market Model,BA,2013-07-24,-0.001497286,-0.005332622,-0.005399501,100
Market Model,BA,2019-07-24,-0.067832467,-0.077471101,-0.076197606,100
Market Model,BA,2012-10-24,-0.029308005,-0.014289522,-0.014046764,100
Market Model,BA,2018-10-24,0.0218832519,0.0508090895,0.0514961566,100
Market Model,BA,2007-04-25,0.0066211021,-0.004609786,-0.00466625,100
Market Model,BA,2012-04-25,0.0566840516,0.0296037372,0.0295841493,100
Market Model,BA,2018-04-25,0.0116574194,0.0088270531,0.0078398251,100
Market Model,BA,2012-01-25,-0.002648656,-0.003212506,-0.003187078,100
Market Model,BA,2007-07-25,-0.003267974,0.0297293793,0.0284348099,100
Market Model,BA,2012-07-25,0.0274310794,0.0239256596,0.0239481951,100
Market Model,BA,2018-07-25,0.0171257112,0.002414569,0.0023650397,100
Market Model,BA,2006-10-25,-0.044202899,-0.057529554,-0.057385756,100
Market Model,BA,2007-10-25,0.011269089,0.0020225365,0.0019063473,100
Market Model,BA,2017-10-25,-0.01162702,-0.018656359,-0.019113903,100
Market Model,BA,2006-04-26,-0.023228804,-0.026475576,-0.026309954,100
Market Model,BA,2017-04-26,0.0063715259,-0.006546077,-0.006684734,100
Market Model,BA,2011-01-26,-0.029836381,-0.037327142,-0.037412913,100
Market Model,BA,2017-01-26,0.044534413,0.0358837234,0.035897309,100
Market Model,BA,2006-07-26,-0.033521611,-0.038535477,-0.039534427,100
Market Model,BA,2017-07-26,0.1358280705,0.1264924426,0.1298620875,100
Market Model,BA,2011-10-26,0.0423166023,0.0171556913,0.0175179685,100
Market Model,BA,2016-10-26,0.042633685,0.0567069986,0.0562800061,100
Market Model,BA,2016-04-27,0.0309751434,0.039581368,0.0393727182,100
Market Model,BA,2010-01-27,0.0827275874,0.09643201,0.0970811254,100
Market Model,BA,2016-01-27,-0.048383195,-0.05504839,-0.058514469,100
Market Model,BA,2021-01-27,-0.030143588,0.0040866986,0.0038741,100
Market Model,BA,2011-07-27,-0.009115131,0.0188537033,0.0186031555,100
Market Model,BA,2016-07-27,0.0005265533,0.0007228898,0.0003530427,100
Market Model,BA,2011-04-28,0.055989411,0.0421953312,0.0430080602,100
Market Model,BA,2009-01-28,-0.053475936,-0.061768102,-0.060930722,100
Market Model,BA,2015-01-28,0.1022600134,0.1178327737,0.119664114,100
Market Model,BA,2020-10-28,-0.077970528,-0.018963847,-0.016266203,100
Market Model,BA,2020-04-29,0.0958967983,0.0894340964,0.0920169553,100
Market Model,BA,2014-01-29,-0.078843914,-0.095024994,-0.093422513,100
Market Model,BA,2020-01-29,0.02116235,0.0141905276,0.0142523747,100
Market Model,BA,2010-07-29,-0.006995045,0.0008250608,0.0005868225,100
Market Model,BA,2020-07-29,-0.048528289,-0.033851777,-0.033096955,100
Market Model,BA,2014-05-29,0.0080494895,0.0047215693,0.0047415188,100
Market Model,BA,2008-01-30,0.0719072165,0.0586179406,0.0599032092,100
Market Model,BA,2013-01-30,-0.001756757,-0.000885678,-0.001012383,100
Market Model,BA,2019-01-30,0.0624018514,0.0342603073,0.0340550161,100
Market Model,BA,2007-01-31,0.0649122807,0.0455719917,0.0464927163,100
Market Model,BA,2018-01-31,0.0472976938,0.0472307188,0.0470833722,100
Market Model,BA,2018-05-31,0.0120290513,-0.01320002,-0.013507076,100
Market Model,ABT,2015-03-03,-0.007599747,-0.006111034,-0.006062861,100
Market Model,ABT,2016-09-07,-0.005702067,-0.005508615,-0.005506766,100
Market Model,ABT,2018-01-09,-0.002712324,-0.009172519,-0.009188055,100
Market Model,ABT,2017-01-11,0.0059567428,0.0037543797,0.0036550318,100
Market Model,ABT,2013-06-11,-0.028525726,-0.017692434,-0.017516455,100
Market Model,ABT,2014-11-11,0.0198293751,0.0145585773,0.014601436,100
Market Model,ABT,2009-01-12,-0.015234375,0.0013650062,0.0011990976,100
Market Model,ABT,2014-06-12,-0.01825808,-0.011401375,-0.011325115,100
Market Model,ABT,2012-11-13,-0.016964837,-0.009727818,-0.009695452,100
Market Model,ABT,2013-03-14,-0.024013722,-0.025951558,-0.02607528,100
Market Model,ABT,2009-10-14,0.046564149,0.0447441984,0.045226037,100
Market Model,ABT,2009-07-15,-0.026218852,-0.035888183,-0.035948547,100
Market Model,ABT,2008-04-16,-0.029350105,-0.045498432,-0.045260012,100
Market Model,ABT,2014-04-16,0.0315315315,0.0088145831,0.0089815306,100
Market Model,ABT,2020-04-16,0.0770697779,0.0646717719,0.0664092873,100
Market Model,ABT,2014-07-16,0.0019129603,0.0117123344,0.0113875857,100
Market Model,ABT,2020-07-16,0.0467201012,0.0322318083,0.0326339893,100
Market Model,ABT,2017-03-16,0.0087053571,0.0072594668,0.0072246261,100
Market Model,ABT,2008-10-16,0.0124132895,0.0295545774,0.0298372954,100
Market Model,ABT,2013-10-16,0.0932352941,0.0806146908,0.0820963577,100
Market Model,ABT,2019-10-16,0.0320721624,0.0209127035,0.0210093855,100
Market Model,ABT,2013-04-17,0.0207583725,0.0242142785,0.0241471374,100
Market Model,ABT,2019-04-17,-0.046193548,-0.05045104,-0.05063906,100
Market Model,ABT,2008-07-17,-0.004667243,-0.017201871,-0.017379023,100
Market Model,ABT,2013-07-17,0.0062006764,0.0000729979,0.0000597946,100
Market Model,ABT,2019-07-17,0.047130414,0.0524915407,0.0528097025,100
Market Model,ABT,2007-10-17,-0.0048151,0.0016802417,0.0015394392,100
Market Model,ABT,2012-10-17,-0.075086745,-0.087241107,-0.085862079,100
Market Model,ABT,2018-10-17,-0.008151383,-0.014767831,-0.015285802,100
Market Model,ABT,2009-04-20,0.0393534786,0.0414790137,0.0421115577,100
Market Model,ABT,2012-04-18,-0.005680869,-0.008826844,-0.008955647,100
Market Model,ABT,2018-04-18,0.0102918846,0.0022457028,0.0022478758,100
Market Model,ABT,2007-07-18,0.0141896938,0.0078493032,0.007851207,100
Market Model,ABT,2012-07-18,0.0048869884,-0.005610202,-0.005779681,100
Market Model,ABT,2018-07-18,0.0323729362,0.0263454736,0.0261453291,100
Market Model,ABT,2017-10-18,0.0250777961,0.021470481,0.021654481,100
Market Model,ABT,2017-04-19,0.0154698684,0.0109500213,0.0110498468,100
Market Model,ABT,2013-06-19,-0.046625102,-0.028413595,-0.028439163,100
Market Model,ABT,2011-10-19,0.0386241353,0.0303365358,0.0308369948,100
Market Model,ABT,2016-10-19,0.0036954915,-0.004970359,-0.005639544,100
Market Model,ABT,2011-04-20,0.0101404056,0.0045080514,0.0043387042,100
Market Model,ABT,2016-04-20,-0.001592719,0.0009306338,0.0009410654,100
Market Model,ABT,2011-07-20,0.0059002665,-0.007075941,-0.007206123,100
Market Model,ABT,2016-07-20,0.0225706819,0.0280834987,0.0280782399,100
Market Model,ABT,2017-07-20,0.0430857612,0.0358126019,0.0362035321,100
Market Model,ABT,2010-04-21,-0.033831034,-0.044071831,-0.043896502,100
Market Model,ABT,2009-01-21,0.0618990385,0.0703093412,0.0706675118,100
Market Model,ABT,2015-10-21,0.0320284698,0.024017977,0.0240501066,100
Market Model,ABT,2020-10-21,0.0133283969,0.0085676598,0.0078567575,100
Market Model,ABT,2015-04-22,0.0392451212,0.0313592257,0.0317058767,100
Market Model,ABT,2014-01-22,-0.05,-0.043187096,-0.042391669,100
Market Model,ABT,2020-01-22,0.0194382022,0.0225202666,0.0223223104,100
Market Model,ABT,2015-07-22,0.0227726728,0.0344560712,0.0343479843,100
Market Model,ABT,2013-05-22,-0.00872785,-0.002366578,-0.002353101,100
Market Model,ABT,2014-10-22,0.0233960444,0.0090258348,0.0086588643,100
Market Model,ABT,2008-01-23,-0.039878849,-0.056693016,-0.056531851,100
Market Model,ABT,2013-01-23,0.0018326206,-0.002539574,-0.002558239,100
Market Model,ABT,2019-01-23,-0.007840941,-0.001610716,-0.001848235,100
Market Model,ABT,2018-01-24,0.0612724526,0.0565662984,0.0572004849,100
Market Model,ABT,2012-01-25,-0.015254846,-0.018784004,-0.018777008,100
Market Model,ABT,2017-01-25,0.0153693604,-0.00367744,-0.003771172,100
Market Model,ABT,2010-01-27,-0.013711152,-0.012425905,-0.012390056,100
Market Model,ABT,2011-01-27,-0.051501251,-0.047907679,-0.047046159,100
Market Model,ABT,2021-01-27,0.0494246862,0.0615842558,0.0615191449,100
Market Model,ABT,2016-01-28,-0.05751992,-0.075250845,-0.078320393,100
Market Model,ABT,2015-01-29,0.0247252747,0.0382841309,0.0376982626,100
Market Model,ABT,2013-05-30,-0.049014523,-0.039607338,-0.038971516,100
Market Model,LMT,2020-06-02,0.0365307383,0.0072319408,0.0070810271,100
Market Model,LMT,2019-12-05,0.0137309365,-0.00042852,-0.000435643,100
Market Model,LMT,2013-03-05,0.002154928,-0.011071641,-0.011243582,100
Market Model,LMT,2019-03-07,-0.015731293,-0.000465589,-0.000467891,100
Market Model,LMT,2012-11-12,0.0028914591,0.0037549249,0.003752384,100
Market Model,LMT,2017-07-18,0.0088154652,0.0064978778,0.00642742,100
Market Model,LMT,2016-07-19,-0.00120632,-0.005976384,-0.006077916,100
Market Model,LMT,2010-10-19,-0.00271351,-0.000386386,-0.00033016,100
Market Model,LMT,2015-07-20,0.0075885329,0.0130862848,0.0128739677,100
Market Model,LMT,2009-10-20,-0.076617179,-0.075249464,-0.075084201,100
Market Model,LMT,2015-10-20,0.0084850796,0.0157572098,0.0156483275,100
Market Model,LMT,2020-10-20,-0.050090556,-0.039593159,-0.038861629,100
Market Model,LMT,2009-04-21,-0.027164024,-0.006267841,-0.0057377,100
Market Model,LMT,2010-04-21,0.0293349169,0.0191165981,0.0193553843,100
Market Model,LMT,2015-04-21,0.0144235705,0.0014799036,0.0014660608,100
Market Model,LMT,2020-04-21,-0.052576524,-0.042745898,-0.04271891,100
Market Model,LMT,2009-07-21,-0.059686768,-0.066946694,-0.069130268,100
Market Model,LMT,2020-07-21,0.0694165536,0.0511261685,0.0517347625,100
Market Model,LMT,2008-10-21,-0.120991736,-0.102290355,-0.100444743,100
Market Model,LMT,2014-10-21,-0.001305039,-0.019034331,-0.019319078,100
Market Model,LMT,2008-04-22,0.015436747,0.0178819449,0.0169071392,100
Market Model,LMT,2014-04-22,0.0107956318,0.001403599,0.0004079824,100
Market Model,LMT,2014-07-22,0.0345252016,0.0257689834,0.0258929133,100
Market Model,LMT,2013-10-22,0.0238944919,0.0181064999,0.0171813796,100
Market Model,LMT,2019-10-22,0.0016376718,-0.009545344,-0.009583004,100
Market Model,LMT,2013-04-23,0.014644786,0.0037427607,0.0037196893,100
Market Model,LMT,2019-04-23,0.0504677655,0.044399794,0.0440537772,100
Market Model,LMT,2009-01-23,0.0311133325,0.0373792921,0.0346457781,100
Market Model,LMT,2014-01-23,-0.041142116,-0.018233676,-0.018508443,100
Market Model,LMT,2008-07-23,0.0311054238,0.0344976007,0.0342311722,100
Market Model,LMT,2013-07-23,0.0308957161,0.0324634963,0.032693148,100
Market Model,LMT,2018-10-23,-0.05183763,-0.015442638,-0.015004171,100
Market Model,LMT,2013-01-24,-0.030840239,-0.037943201,-0.037982922,100
Market Model,LMT,2017-01-24,-0.026112598,-0.031431523,-0.031275612,100
Market Model,LMT,2012-07-24,-0.000342036,0.012254195,0.0121243176,100
Market Model,LMT,2018-07-24,0.0056115331,-0.00446282,-0.004663092,100
Market Model,LMT,2019-07-24,0.0354836004,0.0266607657,0.0268177898,100
Market Model,LMT,2017-10-24,-0.02365625,-0.021773378,-0.021772942,100
Market Model,LMT,2018-04-25,-0.078639152,-0.079881045,-0.078730692,100
Market Model,LMT,2008-01-25,0.0509391287,0.0363570265,0.036759062,100
Market Model,LMT,2012-10-25,0.0096791735,0.0094892688,0.0092767918,100
Market Model,LMT,2016-10-25,0.08489502,0.0800488642,0.0808413989,100
Market Model,LMT,2011-04-26,0.0177423502,0.0075932323,0.0075019099,100
Market Model,LMT,2012-04-26,0.0018654669,-0.013145156,-0.013253815,100
Market Model,LMT,2016-04-26,0.0300665697,0.0256212618,0.0257080463,100
Market Model,LMT,2017-04-26,-0.018355599,-0.0235763,-0.023671904,100
Market Model,LMT,2016-01-26,-0.019713262,-0.014288374,-0.014013709,100
Market Model,LMT,2021-01-26,-0.021684124,0.0009274786,0.00032656,100
Market Model,LMT,2011-07-26,-0.026884422,-0.011137309,-0.011897999,100
Market Model,LMT,2012-01-27,0.0034259146,0.0093974968,0.0093393141,100
Market Model,LMT,2015-01-27,-0.041480956,-0.029418539,-0.028946551,100
Market Model,LMT,2010-07-27,0.0174442191,0.0152697275,0.0153858359,100
Market Model,LMT,2020-05-27,0.0797831978,0.0541277553,0.0548710142,100
Market Model,LMT,2011-10-27,-0.043858537,-0.073728631,-0.073447172,100
Market Model,LMT,2010-01-28,-0.029434749,-0.013756388,-0.013688703,100
Market Model,LMT,2011-01-28,0.0154356423,0.0269760561,0.0268630367,100
Market Model,LMT,2020-01-28,0.0030982659,0.0055111712,0.0054723181,100
Market Model,LMT,2018-01-29,0.0468152486,0.0476979007,0.0481694762,100
Market Model,LMT,2019-01-29,0.0161301561,0.01059612,0.010686107,100
Market Model,LMT,2014-05-29,0.012482823,0.0023396402,0.0022671959,100
Market Model,LMT,2013-05-30,-0.007265834,0.0080962366,0.0080083583,100
Market Model,MRK,2013-02-01,-0.06091954,-0.061590255,-0.060422842,100
Market Model,MRK,2019-02-01,0.047703421,0.0300730337,0.0306051308,100
Market Model,MRK,2013-05-01,-0.043705563,-0.042788884,-0.042284468,100
Market Model,MRK,2018-05-01,-0.036488986,-0.023986939,-0.023586296,100
Market Model,MRK,2012-02-02,0.0026130128,-0.019318368,-0.0195078,100
Market Model,MRK,2017-02-02,0.0371027585,0.0268270484,0.0269437983,100
Market Model,MRK,2018-02-02,-0.048101266,-0.007872821,-0.008081179,100
Market Model,MRK,2017-05-02,0.0208567303,0.02161621,0.0217123259,100
Market Model,MRK,2009-02-03,0.0472854641,0.0370219282,0.0361431828,100
Market Model,MRK,2011-02-03,-0.032647059,-0.031951856,-0.031794149,100
Market Model,MRK,2016-02-03,-0.042561576,-0.028101014,-0.027502022,100
Market Model,MRK,2017-06-05,-0.00904076,-0.007363619,-0.007358993,100
Market Model,MRK,2020-06-03,0.0250125691,0.0121515988,0.0121794013,100
Market Model,MRK,2007-12-04,0.0070754717,0.00478085,0.0045570917,100
Market Model,MRK,2008-12-04,0.0071375877,-0.005600169,-0.00859493,100
Market Model,MRK,2015-02-04,-0.028088042,-0.050197355,-0.050406441,100
Market Model,MRK,2021-02-04,-0.025331105,-0.035519449,-0.0353786,100
Market Model,MRK,2010-05-04,0.015696347,0.0255767004,0.0257282114,100
Market Model,MRK,2014-02-05,0.0324500768,0.0241173277,0.0242433353,100
Market Model,MRK,2020-02-05,-0.019006183,-0.035723654,-0.036108523,100
Market Model,MRK,2016-05-05,-0.026870007,-0.025197714,-0.024950769,100
Market Model,MRK,2017-06-06,-0.021536582,-0.018758559,-0.018605527,100
Market Model,MRK,2016-06-07,0.0173022599,0.0086240415,0.0086439723,100
Market Model,MRK,2019-01-08,-0.011275731,-0.035749363,-0.036000327,100
Market Model,MRK,2016-09-08,-0.011859583,0.0045592057,0.0045356963,100
Market Model,MRK,2018-01-09,0.0054395508,0.0056419186,0.0055987052,100
Market Model,MRK,2014-09-09,-0.006864989,-0.003759439,-0.003751549,100
Market Model,MRK,2019-09-09,-0.051219512,-0.056317351,-0.055868352,100
Market Model,MRK,2011-11-10,0.043516101,0.0492473219,0.0494924763,100
Market Model,MRK,2016-09-12,-0.015338393,-0.000735999,-0.000726695,100
Market Model,MRK,2017-09-12,0.0183600436,0.0133161842,0.0133749667,100
Market Model,MRK,2012-06-13,0.01934665,0.0080938344,0.0081946246,100
Market Model,MRK,2018-03-13,0.0025389917,0.0147161586,0.014663928,100
Market Model,MRK,2018-09-13,0.0199768384,0.0129530851,0.0129634048,100
Market Model,MRK,2017-06-14,-0.011346394,-0.011818031,-0.011797516,100
Market Model,MRK,2019-06-17,0.025951284,0.0160687364,0.0162544685,100
Market Model,MRK,2010-02-16,0.012472885,-0.005635753,-0.005875628,100
Market Model,MRK,2015-09-17,-0.026517274,-0.016847492,-0.016989448,100
Market Model,MRK,2007-04-19,0.0295940812,0.0243613316,0.0243824007,100
Market Model,MRK,2013-05-20,0.0207030408,0.016343289,0.0153181378,100
Market Model,MRK,2006-10-20,0.0274280576,0.0158328416,0.0158350141,100
Market Model,MRK,2008-04-21,-0.018103009,-0.020973366,-0.021247468,100
Market Model,MRK,2009-04-21,-0.107267781,-0.093817387,-0.089683993,100
Market Model,MRK,2009-07-21,0.0639450867,0.0560625027,0.0561517671,100
Market Model,MRK,2008-07-22,-0.156847134,-0.161794183,-0.157085472,100
Market Model,MRK,2007-10-22,0.0556283948,0.0625692676,0.0635090133,100
Market Model,MRK,2008-10-22,-0.069354839,-0.026489013,-0.02761066,100
Market Model,MRK,2009-10-22,-0.038256228,-0.035189701,-0.035008211,100
Market Model,MRK,2007-07-23,0.0482367248,0.0698483547,0.0686705102,100
Market Model,MRK,2017-05-23,0.0180307306,0.0107102118,0.0107991998,100
Market Model,MRK,2016-05-25,0.0267662054,0.0073739003,0.007407743,100
Market Model,MRK,2016-10-25,-0.005392157,-0.007437651,-0.007773756,100
Market Model,MRK,2018-10-25,-0.023578363,-0.009351277,-0.009126576,100
Market Model,MRK,2012-10-26,-0.005448997,-0.012413207,-0.012525001,100
Market Model,MRK,2012-04-27,0.0210772834,0.0144975719,0.0145145195,100
Market Model,MRK,2012-07-27,0.0436414829,0.0265030775,0.0263218514,100
Market Model,MRK,2018-07-27,0.0049620096,0.0144124909,0.0141266662,100
Market Model,MRK,2014-10-27,-0.013773618,-0.031449293,-0.03182248,100
Market Model,MRK,2015-10-27,0.0419818457,0.0336410494,0.0340504792,100
Market Model,MRK,2017-10-27,-0.123939151,-0.129977721,-0.125440368,100
Market Model,MRK,2020-10-27,-0.04572216,-0.00251177,-0.002340163,100
Market Model,MRK,2015-04-28,0.0361111111,0.0427447628,0.0420985441,100
Market Model,MRK,2020-04-28,-0.008105121,-0.028971338,-0.030065497,100
Market Model,MRK,2015-07-28,0.0196829821,0.0104518441,0.0104492124,100
Market Model,MRK,2017-07-28,0.0336569579,0.0346565024,0.0347237141,100
Market Model,MRK,2013-05-28,-0.009718994,-0.006985548,-0.007092316,100
Market Model,MRK,2014-05-28,0.0156662559,0.0056305817,0.0054451343,100
Market Model,MRK,2011-10-28,0.0286225403,0.0186645307,0.0189420817,100
Market Model,MRK,2013-10-28,-0.01384682,-0.021732096,-0.022024264,100
Market Model,MRK,2011-04-29,0.0190850407,0.0236815534,0.0237903849,100
Market Model,MRK,2014-04-29,0.0230607966,0.0155820897,0.0151395912,100
Market Model,MRK,2011-07-29,-0.049730037,-0.041960534,-0.041205873,100
Market Model,MRK,2014-07-29,-0.001203783,-0.003394847,-0.003490459,100
Market Model,MRK,2016-07-29,0.0010238908,-0.00170035,-0.001712403,100
Market Model,MRK,2010-10-29,-0.005759737,-0.006210222,-0.006427998,100
Market Model,MRK,2019-10-29,0.0481400438,0.0430291437,0.0434543506,100
Market Model,MRK,2019-04-30,0.0272739136,0.0266762434,0.0267414661,100
Market Model,MRK,2007-01-30,-0.026962383,-0.038938026,-0.038759454,100
Market Model,MRK,2008-01-30,-0.063959391,-0.085670697,-0.084375894,100
Market Model,MRK,2010-07-30,0.0094991364,-0.000047586,-0.000266807,100
Market Model,MRK,2013-07-30,-0.006599299,-0.005559422,-0.005561536,100
Market Model,MRK,2019-07-30,0.0191575586,0.0310423841,0.0310539871,100
Market Model,MRK,2020-07-31,0.0402016383,0.0330772679,0.0333319942,100
Market Model,MRK,2013-05-31,0.0337102624,0.0401159387,0.0399878283,100
Market Model,F,2008-04-01,0.0966010733,0.0482430655,0.0509674592,100
Market Model,F,2015-04-01,-0.008044554,0.0048528184,0.0047400069,100
Market Model,F,2015-12-01,-0.018582244,-0.0130562,-0.013241442,100
Market Model,F,2016-12-01,0.0268456376,0.0395058172,0.0389402155,100
Market Model,F,2017-12-01,0.0055732484,0.0014636835,0.0014739454,100
Market Model,F,2007-02-01,0.0036585366,-0.01267357,-0.013010198,100
Market Model,F,2012-02-01,-0.002441009,-0.013059656,-0.013131457,100
Market Model,F,2012-06-01,-0.058161351,-0.020768844,-0.02017491,100
Market Model,F,2016-06-01,-0.017843866,-0.021440477,-0.02171741,100
Market Model,F,2017-06-01,0.024368231,0.0084738559,0.0083800729,100
Market Model,F,2018-06-01,0.0164502165,0.0123727375,0.0124682956,100
Market Model,F,2012-03-01,0.0383673469,0.0460993515,0.046548176,100
Market Model,F,2012-05-01,-0.038861886,-0.038230865,-0.037770096,100
Market Model,F,2013-05-01,-0.010964552,-0.01875901,-0.018739979,100
Market Model,F,2011-11-01,-0.070833333,-0.01881709,-0.01774485,100
