Model,ticker,evtdate,cret,car,bhar,nrets_est
Market Model,UNP,2011-04-21,-0.003288122,-0.022668487,-0.022850994,100
Market Model,UNP,2016-04-21,0.0898589494,0.091251848,0.0937014292,100
Market Model,UNP,2010-01-21,-0.0254884,0.0298657146,0.0282083078,100
Market Model,UNP,2011-01-21,-0.031860226,-0.040333145,-0.04009453,100
Market Model,UNP,2016-01-21,-0.055465587,-0.071111953,-0.070050553,100
Market Model,UNP,2021-01-21,-0.037857674,-0.046678872,-0.047180776,100
Market Model,UNP,2011-07-21,0.0323222277,0.0195543874,0.0189989119,100
Market Model,UNP,2016-07-21,-0.011708356,-0.019506884,-0.020247584,100
Market Model,UNP,2010-10-21,0.0237219784,0.0031024435,0.0030271365,100
Market Model,UNP,2010-04-22,0.0050840829,-0.004217851,-0.00434248,100
Market Model,UNP,2009-01-22,0.1234469997,0.086495797,0.0891813399,100
Market Model,UNP,2009-10-22,-0.10133873,-0.090765744,-0.087236997,100
Market Model,UNP,2015-10-22,0.0339236185,0.0223150454,0.0222417121,100
Market Model,UNP,2020-10-22,-0.090144115,-0.102275192,-0.100605564,100
Market Model,UNP,2009-04-23,0.0453191489,0.0321345273,0.0323058942,100
Market Model,UNP,2015-04-23,-0.018173516,-0.034477165,-0.034756732,100
Market Model,UNP,2020-04-23,0.0808808254,0.0198045553,0.0209634185,100
Market Model,UNP,2014-01-23,0.0209374256,0.0530379259,0.0524057759,100
Market Model,UNP,2015-01-23,0.0605769231,0.0356634689,0.036270269,100
Market Model,UNP,2020-01-23,0.0176477036,0.0285199187,0.0280497205,100
Market Model,UNP,2009-07-23,-0.011084584,-0.050062879,-0.050515559,100
Market Model,UNP,2010-07-23,0.091724537,0.0375633827,0.039167755,100
Market Model,UNP,2015-07-23,-0.06284153,-0.035986792,-0.035901543,100
Market Model,UNP,2020-07-23,-0.014216948,0.0013548374,0.0011276578,100
Market Model,UNP,2008-10-23,-0.00239644,0.0912072756,0.088888042,100
Market Model,UNP,2014-10-23,0.0525445526,0.0418056026,0.0415871804,100
Market Model,UNP,2008-01-24,0.0855304884,0.0604613033,0.0618677816,100
Market Model,UNP,2013-01-24,0.0078522285,-0.000267999,-0.000412523,100
Market Model,UNP,2019-01-24,0.0382531286,0.024503472,0.0244122893,100
Market Model,UNP,2008-07-24,0.0450438301,0.0557937243,0.0561172856,100
Market Model,UNP,2014-07-24,-0.011666343,-0.013003823,-0.012957699,100
Market Model,UNP,2018-01-25,-0.050438596,-0.061377623,-0.061563023,100
Market Model,UNP,2018-10-25,-0.008198999,0.0180554743,0.017742895,100
Market Model,UNP,2018-04-26,0.0178423549,0.004574324,0.0037344489,100
Market Model,UNP,2017-10-26,0.037023915,0.0332888971,0.0322032624,100
Market Model,UNP,2017-04-27,0.0133960898,0.0143302321,0.0138672874,100
Market Model,UNP,2008-04-28,0.0426687917,0.0313120402,0.0318687977,100
Market Model,UNP,2020-06-01,0.0025218462,-0.013828387,-0.013957975,100
Market Model,AXP,2011-08-04,-0.026999176,0.0144028174,0.0140716128,100
Market Model,AXP,2020-06-04,0.1076006864,0.057746942,0.0603477376,100
Market Model,AXP,2018-12-06,-0.050551798,-0.000429433,-0.000773624,100
Market Model,AXP,2014-08-11,0.0123227156,-0.003059686,-0.003152708,100
Market Model,AXP,2012-02-09,-0.0061385,-0.002812607,-0.002936179,100
Market Model,AXP,2019-12-10,0.0002487356,0.0014838568,0.0014830544,100
Market Model,AXP,2019-09-10,-0.01822115,-0.032422153,-0.032564716,100
Market Model,AXP,2014-06-11,-0.008475463,0.0032260552,0.0032192307,100
Market Model,AXP,2013-09-11,0.0221286994,0.0095491481,0.0096617707,100
Market Model,AXP,2013-06-12,-0.039218191,-0.037800743,-0.037396577,100
Market Model,AXP,2018-09-12,0.0127691304,0.0026782763,0.0026523198,100
Market Model,AXP,2013-06-13,-0.0463931,-0.049200765,-0.048699545,100
Market Model,AXP,2019-03-18,0.0028482421,-0.008302057,-0.008413318,100
Market Model,AXP,2013-10-16,0.054686473,0.0391240125,0.0391938227,100
Market Model,AXP,2014-10-16,-0.001933768,-0.009034619,-0.009630261,100
Market Model,AXP,2013-04-17,0.0146645866,0.0229314774,0.023090002,100
Market Model,AXP,2014-04-17,0.0073221757,-0.01549379,-0.015839104,100
Market Model,AXP,2015-04-17,-0.031598746,-0.024982189,-0.025478168,100
Market Model,AXP,2014-01-17,0.0265155807,0.029241088,0.028933168,100
Market Model,AXP,2013-07-17,-0.049325626,-0.056683144,-0.056291717,100
Market Model,AXP,2013-01-18,-0.020125371,-0.033121784,-0.033117825,100
Market Model,AXP,2019-01-18,0.0042249271,-0.002181545,-0.00210881,100
Market Model,AXP,2012-10-18,-0.030189323,-0.014551178,-0.014633966,100
Market Model,AXP,2019-10-18,0.0139681458,0.0061215842,0.0057448088,100
Market Model,AXP,2012-04-19,-0.012547267,-0.001183272,-0.001170418,100
Market Model,AXP,2018-04-19,0.0738333688,0.0833381447,0.0829706685,100
Market Model,AXP,2019-04-22,0.0197745168,0.0072343998,0.0070777294,100
Market Model,AXP,2018-01-19,-0.024215959,-0.037720167,-0.037680246,100
Market Model,AXP,2012-07-19,-0.048909339,-0.051964552,-0.051309317,100
Market Model,AXP,2018-07-19,-0.009886307,-0.007360375,-0.007842163,100
Market Model,AXP,2019-07-19,-0.008498584,-0.008825864,-0.009255366,100
Market Model,AXP,2017-10-19,0.0043625259,-0.005614295,-0.005638855,100
Market Model,AXP,2018-10-19,0.0016292889,0.0192957266,0.0182197981,100
Market Model,AXP,2017-04-20,0.0501385407,0.0425706986,0.042100878,100
Market Model,AXP,2012-01-20,-0.022151899,-0.031348944,-0.031382811,100
Market Model,AXP,2017-01-20,-0.019615434,-0.017264503,-0.017126329,100
Market Model,AXP,2017-07-20,0.000818522,-0.004929347,-0.00495659,100
Market Model,AXP,2011-10-20,0.0381319623,0.024395745,0.0240787937,100
Market Model,AXP,2016-10-20,0.121171771,0.1172934766,0.1200270649,100
Market Model,AXP,2011-04-21,0.0087907376,-0.008537058,-0.008560742,100
Market Model,AXP,2016-04-21,0.0371244298,0.0462177376,0.0465544238,100
Market Model,AXP,2011-07-21,0.0082995561,-0.004339586,-0.004387289,100
Market Model,AXP,2016-07-21,0.0018703242,0.0007224787,0.0004951935,100
Market Model,AXP,2008-10-21,0.0724389198,0.1594925934,0.1642481465,100
Market Model,AXP,2010-01-22,-0.120753839,-0.067431711,-0.06421914,100
Market Model,AXP,2015-01-22,-0.035869814,-0.052760375,-0.052777527,100
Market Model,AXP,2016-01-22,-0.127082342,-0.133274522,-0.132189157,100
Market Model,AXP,2008-07-22,-0.067551553,-0.101210698,-0.102842048,100
Market Model,AXP,2015-10-22,-0.030669266,-0.047108065,-0.048450037,100
Market Model,AXP,2010-04-23,0.025005436,0.0134858084,0.0131344718,100
Market Model,AXP,2010-07-23,0.1040097205,0.0334588773,0.0351436356,100
Market Model,AXP,2015-07-23,-0.038632046,-0.017180671,-0.01698084,100
Market Model,AXP,2007-10-23,0.032043425,0.0139099306,0.0138958887,100
Market Model,AXP,2009-10-23,-0.006267806,0.0207411936,0.0195486502,100
Market Model,AXP,2020-10-23,-0.044858523,-0.022672534,-0.023298868,100
Market Model,AXP,2009-04-24,0.2470406588,0.2259444094,0.2298198353,100
Market Model,AXP,2020-04-24,0.0305306518,-0.007674134,-0.007891495,100
Market Model,AXP,2020-01-24,-0.00646437,0.0224817732,0.0213627698,100
Market Model,AXP,2007-07-24,-0.043094094,-0.023566487,-0.023931718,100
Market Model,AXP,2009-07-24,-0.013212796,-0.09051574,-0.092792044,100
Market Model,AXP,2020-07-24,-0.0077688,0.013606592,0.013637806,100
Market Model,AXP,2008-04-25,0.07908968,0.0597299166,0.0608865387,100
Market Model,AXP,2011-01-25,-0.033478261,-0.048250204,-0.048002486,100
Market Model,AXP,2021-01-26,-0.095528778,-0.072258316,-0.069211392,100
Market Model,AXP,2010-10-26,0.0422751729,0.0358166441,0.0363591468,100
Market Model,AXP,2009-01-27,0.115625,0.0417498309,0.0384115685,100
Market Model,AXP,2013-04-29,0.0041097901,-0.003706984,-0.00378235,100
Market Model,AXP,2008-01-29,0.0418133803,0.0130253321,0.0129442572,100
Market Model,AXP,2012-04-30,0.023158248,0.0218691429,0.0220389303,100
Market Model,AXP,2014-07-30,-0.042020466,-0.014477418,-0.014198395,100
Market Model,AXP,2014-05-30,0.0091148693,-0.000123177,-0.000113783,100
Market Model,BAC,2016-06-02,-0.021736341,-0.020206051,-0.020588659,100
Market Model,BAC,2018-12-04,-0.069366197,-0.041025506,-0.039868988,100
Market Model,BAC,2017-12-06,-0.009635237,-0.007964862,-0.00794497,100
Market Model,BAC,2008-10-07,-0.359048724,-0.125718535,-0.107867034,100
Market Model,BAC,2014-12-09,-0.016968326,0.0104330497,0.0103847732,100
Market Model,BAC,2013-05-09,0.0093023256,-0.006476465,-0.006568543,100
Market Model,BAC,2013-12-10,-0.019922879,-0.002460331,-0.002487154,100
Market Model,BAC,2014-09-10,0.0134556575,0.0208376868,0.0207202323,100
Market Model,BAC,2011-08-11,-0.053947368,-0.049925096,-0.054675309,100
Market Model,BAC,2008-01-11,0.0123902943,0.0094029538,0.009146401,100
Market Model,BAC,2018-06-12,-0.005664778,-0.007541499,-0.007530231,100
Market Model,BAC,2019-06-12,-0.004631279,-0.005882416,-0.005928363,100
Market Model,BAC,2014-11-12,-0.008635579,-0.006953848,-0.006930357,100
Market Model,BAC,2016-09-12,-0.008827238,0.048848193,0.0493968022,100
Market Model,BAC,2017-01-13,-0.044213264,-0.040375227,-0.040254264,100
Market Model,BAC,2017-10-13,0.0158730159,0.0192043505,0.0189925837,100
Market Model,BAC,2016-04-14,0.0550113037,0.0407782991,0.0411503226,100
Market Model,BAC,2017-06-14,-0.010092515,-0.014309741,-0.014208119,100
Market Model,BAC,2020-10-14,-0.059579439,-0.039423427,-0.039822302,100
Market Model,BAC,2011-04-15,-0.064054258,-0.044080884,-0.042691748,100
Market Model,BAC,2015-04-15,-0.000632911,-0.006794674,-0.006901172,100
Market Model,BAC,2020-04-15,-0.10451505,-0.129246579,-0.125208146,100
Market Model,BAC,2014-01-15,0.0395617772,0.0202985239,0.0205276371,100
Market Model,BAC,2015-01-15,-0.065045593,-0.063555398,-0.062954253,100
Market Model,BAC,2020-01-15,-0.009697661,-0.024546514,-0.024732962,100
Market Model,BAC,2015-07-15,0.0546415981,0.0438916499,0.0446920451,100
Market Model,BAC,2014-10-15,-0.019512195,-0.012904024,-0.014006481,100
Market Model,BAC,2015-10-15,0.0386597938,0.0237204601,0.0238414201,100
Market Model,BAC,2018-10-15,0.0059943583,-0.031199843,-0.031777601,100
Market Model,BAC,2008-09-15,-0.106170599,-0.022889223,-0.047656241,100
Market Model,BAC,2010-04-16,-0.052061856,-0.026112549,-0.026204292,100
Market Model,BAC,2014-04-16,0.009375,-0.014935132,-0.015487779,100
Market Model,BAC,2018-04-16,-0.019902121,-0.041136726,-0.041426849,100
Market Model,BAC,2019-04-16,-0.004640371,-0.001985257,-0.002046031,100
Market Model,BAC,2014-02-18,-0.032835821,-0.033777318,-0.033391345,100
Market Model,BAC,2019-01-16,0.099355328,0.0811629381,0.0830721352,100
Market Model,BAC,2018-07-16,0.0431004519,0.0376301699,0.0375768374,100
Market Model,BAC,2020-07-16,-0.038111019,-0.047320744,-0.047496782,100
Market Model,BAC,2009-10-16,-0.076923077,-0.101808821,-0.099577029,100
Market Model,BAC,2013-10-16,0.0216027875,0.0022395893,0.0022336544,100
Market Model,BAC,2019-10-16,0.0384351407,0.0227229375,0.0231279544,100
Market Model,BAC,2014-09-16,-0.001191185,-0.003830481,-0.003799337,100
Market Model,BAC,2013-04-17,-0.045075125,-0.038640288,-0.03856433,100
Market Model,BAC,2013-01-17,-0.035497835,-0.054047954,-0.05468539,100
Market Model,BAC,2018-01-17,0.0092978519,0.003289719,0.003402862,100
Market Model,BAC,2009-07-17,-0.087928465,-0.161246738,-0.15999856,100
Market Model,BAC,2013-07-17,0.0634005764,0.0567720013,0.0578727633,100
Market Model,BAC,2014-07-17,-0.020240354,-0.020820312,-0.020998686,100
Market Model,BAC,2019-07-17,0.0088980151,0.0123996599,0.0123555859,100
Market Model,BAC,2015-11-17,0.0372093023,-0.00214231,-0.0022137,100
Market Model,BAC,2012-10-17,0.0031779661,-0.015894715,-0.015872538,100
Market Model,BAC,2017-04-18,0.017905103,0.00123202,0.0011420302,100
Market Model,BAC,2012-07-18,-0.070422535,-0.111931768,-0.111868552,100
Market Model,BAC,2017-07-18,-0.006195787,-0.0184424,-0.018477963,100
Market Model,BAC,2007-10-18,-0.052390438,-0.032581401,-0.031795696,100
Market Model,BAC,2011-10-18,0.0339256866,0.0643965606,0.0594526868,100
Market Model,BAC,2016-10-18,0.029375,0.0212089274,0.0215087253,100
Market Model,BAC,2015-09-18,-0.038579302,-0.027002879,-0.026853229,100
Market Model,BAC,2012-04-19,-0.062780269,-0.040947679,-0.04028045,100
Market Model,BAC,2009-01-20,-0.197115385,-0.130131307,-0.201232252,100
Market Model,BAC,2012-01-19,0.0910493827,0.0637915673,0.0660603013,100
Market Model,BAC,2016-01-19,-0.086724483,-0.04809704,-0.046037057,100
Market Model,BAC,2007-07-19,-0.029919679,-0.017063595,-0.016817413,100
Market Model,BAC,2011-07-19,-0.015,-0.019473001,-0.019965673,100
Market Model,BAC,2016-07-19,0.0541727672,0.0499033703,0.050720649,100
Market Model,BAC,2009-04-20,-0.152804642,-0.075242039,-0.098502881,100
Market Model,BAC,2010-01-20,-0.048585486,-0.020610374,-0.020981691,100
Market Model,BAC,2008-04-21,-0.012543368,-0.019778256,-0.02020582,100
Market Model,BAC,2011-01-21,-0.03131524,-0.026912092,-0.026904412,100
Market Model,BAC,2008-07-21,0.220754717,0.1862275946,0.1979795584,100
Market Model,BAC,2008-01-22,0.0991601192,0.0967773296,0.0971291533,100
Market Model,BAC,2015-09-22,0.0102827763,0.0206555625,0.0206059489,100
Market Model,BAC,2019-05-28,-0.000360231,0.0105030531,0.010316784,100
Market Model,BAC,2014-05-29,-0.005256242,-0.012837714,-0.01284182,100
Market Model,BAC,2013-05-30,0.0232209738,0.0434474329,0.0433526423,100
Market Model,BAC,2019-05-30,-0.046594982,-0.029957685,-0.029344603,100
Market Model,BAC,2016-05-31,0.0142857143,0.0073790261,0.0073568234,100
Market Model,AMD,2017-02-01,0.1573986805,0.1510203534,0.1498080933,100
Market Model,AMD,2019-05-01,0.0216684724,0.0476817686,0.0458928001,100
Market Model,AMD,2015-12-02,-0.055084746,-0.037908365,-0.036911808,100
Market Model,AMD,2012-02-02,0.0551415797,0.0134054563,0.0137973091,100
Market Model,AMD,2016-06-02,-0.089715536,-0.107616817,-0.104957148,100
Market Model,AMD,2017-06-02,0.0044682752,-0.03427133,-0.035414901,100
Market Model,AMD,2017-05-02,-0.218796992,-0.231491897,-0.238961463,100
Market Model,AMD,2020-06-03,-0.01864628,-0.059904804,-0.060280394,100
Market Model,AMD,2014-06-04,0.0277078086,0.0130626865,0.0129889059,100
Market Model,AMD,2015-03-04,-0.07165109,-0.052421366,-0.050779564,100
Market Model,AMD,2013-09-04,0.0428134557,0.0109005695,0.0109641922,100
Market Model,AMD,2017-06-05,0.1006404392,0.0871209618,0.0890394556,100
Market Model,AMD,2012-03-05,-0.081225033,-0.037974149,-0.03677793,100
Market Model,AMD,2019-06-06,0.0960432871,0.025037179,0.0246704349,100
Market Model,AMD,2020-01-07,-0.015843621,-0.030637827,-0.030571642,100
Market Model,AMD,2014-12-08,-0.037174721,-0.035041995,-0.034866855,100
Market Model,AMD,2015-12-08,0.0307017544,0.0585175449,0.0579499304,100
Market Model,AMD,2016-12-09,0.1171548117,0.089340197,0.0918669059,100
Market Model,AMD,2019-12-09,-0.00454316,-0.0186467,-0.018718009,100
Market Model,AMD,2014-09-09,-0.01686747,-0.011557278,-0.011445341,100
Market Model,AMD,2017-08-10,-0.067124333,-0.026849518,-0.026381009,100
Market Model,AMD,2013-12-10,0.0054644809,0.0331378285,0.032688044,100
Market Model,AMD,2012-05-10,-0.035561878,-0.027320802,-0.026988986,100
Market Model,AMD,2019-12-12,0.043356998,0.0169908683,0.0141921643,100
Market Model,AMD,2017-09-12,-0.00244898,-0.036909136,-0.037721464,100
Market Model,AMD,2018-09-12,0.0197390432,0.0028367689,-0.000969729,100
Market Model,AMD,2006-04-13,-0.109170306,-0.127884617,-0.128364603,100
Market Model,AMD,2016-09-13,0.0237288136,0.0005431079,-0.00045704,100
Market Model,AMD,2010-07-15,-0.019946809,0.0418528972,0.0419268485,100
Market Model,AMD,2010-10-15,-0.03601108,-0.041761554,-0.041341573,100
Market Model,AMD,2010-04-16,-0.031344793,-0.024787643,-0.02530593,100
Market Model,AMD,2013-05-16,-0.044600939,-0.046725234,-0.056344889,100
Market Model,AMD,2009-10-16,-0.0608,-0.069228618,-0.070245642,100
Market Model,AMD,2015-10-16,0.0307692308,0.0108392756,0.0104953062,100
Market Model,AMD,2015-04-17,-0.077777778,-0.056100598,-0.060969908,100
Market Model,AMD,2015-07-17,-0.081632653,-0.088500007,-0.087008441,100
Market Model,AMD,2008-10-17,0.0511508951,-0.067251696,-0.070776279,100
Market Model,AMD,2014-10-17,0.0229885057,0.0057271161,0.005206727,100
Market Model,AMD,2008-04-18,0.0115321252,0.007186556,0.0070915446,100
Market Model,AMD,2013-04-18,0.012295082,0.0508534896,0.0498588714,100
Market Model,AMD,2014-04-21,0.1436170213,0.1344087995,0.1364077574,100
Market Model,AMD,2008-01-18,0.0395890411,0.1011599593,0.0937613278,100
Market Model,AMD,2008-07-18,-0.092885375,-0.098999435,-0.103738029,100
Market Model,AMD,2013-07-18,-0.090293454,-0.105126581,-0.112175653,100
Market Model,AMD,2014-07-18,-0.188841202,-0.192465064,-0.186757516,100
Market Model,AMD,2017-05-18,-0.105098039,-0.096994502,-0.098022997,100
Market Model,AMD,2013-10-18,-0.17603912,-0.212013281,-0.206059673,100
Market Model,AMD,2006-10-19,-0.178104575,-0.175613061,-0.16828229,100
Market Model,AMD,2007-10-19,-0.02551382,0.0005655052,-0.00091892,100
Market Model,AMD,2012-10-19,-0.241877256,-0.196631186,-0.180649293,100
Market Model,AMD,2007-04-20,0.0093457944,0.021624064,0.0212934111,100
Market Model,AMD,2012-04-20,-0.072772898,-0.041447917,-0.040449126,100
Market Model,AMD,2008-01-22,0.1924290221,0.181429905,0.1861805546,100
Market Model,AMD,2016-01-20,0.0295566502,0.0504246549,0.0352502513,100
Market Model,AMD,2007-07-20,-0.006468305,0.0115602952,0.011123512,100
Market Model,AMD,2012-07-20,-0.151329243,-0.117414428,-0.11451812,100
Market Model,AMD,2014-05-20,0.0199004975,0.018016384,0.0179825971,100
Market Model,AMD,2011-01-21,-0.031525851,-0.030125665,-0.031667951,100
Market Model,AMD,2015-01-21,0.0334728033,0.0314235133,0.0257789765,100
Market Model,AMD,2006-07-21,-0.189655172,-0.194881452,-0.187991229,100
Market Model,AMD,2016-10-21,0.0347119645,0.0049639402,0.0001069778,100
Market Model,AMD,2009-04-22,0.0664652568,0.0442513029,0.0446265104,100
Market Model,AMD,2011-04-25,0.0289687138,0.0110825143,0.0111681086,100
Market Model,AMD,2016-04-22,0.2777777778,0.3608584722,0.2807289689,100
Market Model,AMD,2010-01-22,-0.090191657,-0.025791517,-0.030856897,100
Market Model,AMD,2014-01-22,-0.133971292,-0.120569862,-0.1185898,100
Market Model,AMD,2009-07-22,-0.139088729,-0.205858877,-0.205699443,100
Market Model,AMD,2011-07-22,0.1560606061,0.1505350258,0.145142616,100
Market Model,AMD,2016-07-22,0.2384473198,0.2169939567,0.2245738331,100
Market Model,AMD,2017-05-22,-0.034146341,-0.081421548,-0.082243422,100
Market Model,AMD,2013-08-23,-0.008310249,-0.031770945,-0.032049313,100
Market Model,AMD,2009-01-23,-0.106666667,-0.090272112,-0.090389215,100
Market Model,AMD,2013-01-23,0.1341463415,0.1510182268,0.1528795486,100
Market Model,AMD,2007-01-24,-0.084426697,-0.07570004,-0.07514709,100
Market Model,AMD,2016-05-24,0.0801033592,0.0364315243,0.0373780679,100
Market Model,AMD,2012-01-25,0.0383435583,0.0375674221,0.0379352998,100
Market Model,AMD,2017-10-25,-0.14858156,-0.143585648,-0.141625619,100
Market Model,AMD,2018-10-25,-0.297329613,-0.29329589,-0.257667125,100
Market Model,AMD,2018-04-26,0.1010901883,0.0927793156,0.0882446328,100
Market Model,AMD,2017-07-26,-0.002824859,-0.004105305,-0.006068399,100
Market Model,AMD,2018-07-26,0.169857937,0.1656341487,0.1688522849,100
Market Model,AMD,2021-01-27,-0.070222033,-0.049587854,-0.048674516,100
Market Model,AMD,2018-11-27,0.1011351909,-0.016536934,-0.017450197,100
Market Model,AMD,2020-10-27,-0.06783797,-0.017979145,-0.01750336,100
Market Model,AMD,2020-05-28,0.0114683211,-0.027608399,-0.028880114,100
Market Model,AMD,2011-10-28,0.1442590775,0.1328112476,0.1376137341,100
Market Model,AMD,2020-04-29,-0.072579218,-0.1116019,-0.108333567,100
Market Model,AMD,2020-01-29,-0.009744214,-0.040169691,-0.042863472,100
Market Model,AMD,2020-07-29,0.1338263013,0.1178292021,0.1183164679,100
Market Model,AMD,2017-11-29,-0.057142857,-0.101067496,-0.100858195,100
Market Model,AMD,2019-01-30,0.2096134787,0.1550328791,0.1533611335,100
Market Model,AMD,2016-11-30,-0.049830125,-0.055154027,-0.055696913,100
Market Model,AMD,2019-10-30,0.0071237756,0.0068089484,0.0064105115,100
Market Model,AMD,2018-01-31,-0.005255255,0.0422494416,0.038514904,100
Market Model,AMD,2019-07-31,-0.108124253,-0.055031589,-0.05524575,100
Market Model,LOW,2012-06-01,-0.012226751,-0.003576523,-0.003662634,100
Market Model,LOW,2017-03-01,0.0520806072,0.0559369034,0.0526593134,100
Market Model,LOW,2020-06-03,-0.004948964,-0.025653853,-0.026384724,100
Market Model,LOW,2019-12-04,-0.00362069,-0.004280441,-0.004331785,100
Market Model,LOW,2019-09-04,0.0179144385,-0.000476405,-0.00049616,100
Market Model,LOW,2011-12-06,0.0366104484,0.0297035498,0.0300705914,100
Market Model,LOW,2012-12-06,-0.014317799,-0.019384216,-0.019360595,100
Market Model,LOW,2020-03-06,-0.168329067,-0.053060935,-0.048729491,100
Market Model,LOW,2018-09-06,-0.003092877,0.0104239394,0.0102338818,100
Market Model,LOW,2020-03-10,-0.05849397,0.0245037507,0.0160466415,100
Market Model,LOW,2018-12-13,0.0433616451,0.0484578427,0.0487418611,100
Market Model,LOW,2013-03-13,-0.011847744,-0.026626828,-0.026793672,100
Market Model,LOW,2011-11-14,0.0329474622,0.0259776701,0.0260007538,100
Market Model,LOW,2011-08-15,0.0523834468,0.0372767131,0.0382647845,100
Market Model,LOW,2010-11-15,-0.032735426,0.0011009913,0.0008875778,100
Market Model,LOW,2010-08-16,0.0126646403,0.0013913207,0.0013558585,100
Market Model,LOW,2020-06-16,0.0761602539,0.0411577724,0.0427782737,100
Market Model,LOW,2011-05-16,-0.047344111,-0.027919632,-0.027568103,100
Market Model,LOW,2009-11-16,0.0004657662,-0.021143244,-0.021480686,100
Market Model,LOW,2016-11-16,-0.029424368,-0.03713203,-0.037331125,100
Market Model,LOW,2009-08-17,-0.142428142,-0.120818862,-0.115733355,100
Market Model,LOW,2016-08-17,-0.062668629,-0.06207002,-0.061672947,100
Market Model,LOW,2010-05-17,-0.059047619,-0.033530062,-0.032621918,100
Market Model,LOW,2008-11-17,-0.031931069,0.0571864778,0.0527963383,100
Market Model,LOW,2008-08-18,0.0016799664,0.0233967955,0.0225891924,100
Market Model,LOW,2009-05-18,0.0625331214,0.0417276092,0.0405591383,100
Market Model,LOW,2016-05-18,0.0371428571,0.0489383646,0.0488500623,100
Market Model,LOW,2015-11-18,0.024427694,0.0134079295,0.0135461183,100
Market Model,LOW,2020-11-18,-0.075972823,-0.07933905,-0.080088144,100
Market Model,LOW,2015-08-19,0.0096578366,0.0526818458,0.0519382665,100
Market Model,LOW,2020-08-19,0.0010731646,-0.005682187,-0.005683651,100
Market Model,LOW,2008-05-19,-0.054892601,-0.048354927,-0.047377473,100
Market Model,LOW,2007-11-19,-0.101397206,-0.091636127,-0.089358334,100
Market Model,LOW,2012-11-19,0.0970988185,0.0741504899,0.0763986222,100
Market Model,LOW,2014-11-19,0.0601120734,0.0522533575,0.0520130759,100
Market Model,LOW,2007-08-20,0.0783289817,0.0512134404,0.0522526673,100
Market Model,LOW,2012-08-20,-0.03715847,-0.036953546,-0.03811563,100
Market Model,LOW,2014-08-20,0.0440039643,0.0380719554,0.0386391888,100
Market Model,LOW,2015-05-20,-0.05940323,-0.067496182,-0.066931443,100
Market Model,LOW,2020-05-20,0.0334961021,0.033760265,0.0340819247,100
Market Model,LOW,2013-11-20,-0.052859108,-0.059794426,-0.060481977,100
Market Model,LOW,2018-11-20,-0.05233244,-0.026083296,-0.026895249,100
Market Model,LOW,2019-11-20,0.0173882803,0.0234430109,0.0227193384,100
Market Model,LOW,2013-08-21,0.0851843371,0.0715132244,0.0736312824,100
Market Model,LOW,2019-08-21,0.1379274066,0.1374658298,0.140824314,100
Market Model,LOW,2012-05-21,-0.101515686,-0.115490964,-0.115469842,100
Market Model,LOW,2014-05-21,0.0294182217,0.027662883,0.0275954642,100
Market Model,LOW,2017-11-21,-0.008227375,-0.014358067,-0.014580195,100
Market Model,LOW,2018-08-22,0.0826513085,0.0787932745,0.0802746851,100
Market Model,LOW,2010-02-22,-0.014686825,-0.00036672,-0.000297474,100
Market Model,LOW,2013-05-22,0.0073147711,0.0151081949,0.0150641733,100
Market Model,LOW,2019-05-22,-0.131868132,-0.122987233,-0.121635606,100
Market Model,LOW,2017-08-23,-0.016790792,-0.024736565,-0.025548032,100
Market Model,LOW,2011-02-23,-0.045247148,-0.011690497,-0.011244754,100
Market Model,LOW,2018-05-23,0.1041309074,0.1085737729,0.1082152769,100
Market Model,LOW,2016-02-24,-0.011083921,-0.019877019,-0.020047384,100
Market Model,LOW,2021-02-24,-0.080563772,-0.063779001,-0.061352811,100
Market Model,LOW,2017-05-24,-0.032361689,-0.044142666,-0.044498648,100
Market Model,LOW,2008-02-25,0.0757640981,0.0455667809,0.0470142334,100
Market Model,LOW,2013-02-25,-0.028670029,-0.032444928,-0.033161928,100
Market Model,LOW,2015-02-25,0.0050183101,-0.005960564,-0.006076706,100
Market Model,LOW,2009-02-26,0.0147341448,0.0489479523,0.047944546,100
Market Model,LOW,2014-02-26,0.0762388818,0.0684016544,0.0695714186,100
Market Model,LOW,2020-02-26,-0.124399967,-0.05646132,-0.052417677,100
Market Model,LOW,2012-02-27,0.0240206948,0.0151836692,0.0153234371,100
Market Model,LOW,2019-02-27,0.0007618322,0.0059230446,0.0053407879,100
Market Model,LOW,2018-02-28,-0.097938673,-0.073553224,-0.071175782,100
Market Model,LOW,2013-05-31,-0.016941286,-0.01545124,-0.015291679,100
Market Model,TMO,2008-08-01,0.0047019312,0.0232916641,0.0230331691,100
Market Model,TMO,2012-02-01,0.0448045758,0.0377681444,0.0381598629,100
Market Model,TMO,2021-02-01,0.0444126652,0.0269473922,0.0276298641,100
Market Model,TMO,2011-02-02,-0.023572551,-0.03686044,-0.03683011,100
Market Model,TMO,2010-02-03,0.0072463768,0.0281740904,0.0278209328,100
Market Model,TMO,2009-02-04,0.0856345886,0.0634687956,0.0654308873,100
Market Model,TMO,2008-02-07,0.1031050955,0.0994996261,0.1014426614,100
Market Model,TMO,2008-09-09,0.0031926215,0.008049836,0.007775395,100
Market Model,TMO,2012-01-10,0.049349013,0.0364186743,0.0369812564,100
Market Model,TMO,2013-09-10,0.0032040658,-0.021554243,-0.021763466,100
Market Model,TMO,2013-06-11,-0.002719319,0.0153234146,0.0150728,100
